id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,DECamz,eDECamz,FOURSTARJ1,eFOURSTARJ1,HAWKIJ,eHAWKIJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
4309,8.913824,-43.262608,2067.76,495.84,2.973,0,0.2,2.075,0,1.748,0.602,-0.034,0.166,0.113,0.09,0.342,0.159,0.38,0.134,0.277,0.219,0.509,0.118,-0.203,0.435,0.555,0.271,1.176,0.369,1.39,0.419,-0.478,1.869,-0.666,2.407
4310,9.046577,-43.262856,327.63,490.9,6.801,0,0.0,3.001,0,5.923,0.598,0.385,0.166,0.646,0.127,1.56,0.158,1.839,0.138,3.447,0.311,4.836,0.129,5.152,0.424,5.635,0.267,3.665,0.086,2.735,0.098,1.479,0.439,0.562,0.554
4311,9.067768,-43.262962,49.87,488.6,83.034,0,1.0,1.36,1,47.04,0.644,-999.0,9999.0,4.453,0.126,-999.0,9999.0,-999.0,9999.0,36.935,0.299,42.971,0.253,50.261,0.426,53.967,0.302,20.576,0.317,16.111,0.358,16.505,1.561,0.714,2.053
4312,9.068789,-43.262802,36.48,491.5,2.787,0,0.5,1.484,1,3.233,0.668,-999.0,9999.0,0.641,0.127,-999.0,9999.0,-999.0,9999.0,2.309,0.3,3.928,0.166,3.376,0.424,3.992,0.321,2.188,0.1,1.861,0.113,0.43,0.493,1.84,0.642
4313,9.042583,-43.262924,380.01,489.7,2.647,0,0.0,1.493,0,1.751,0.596,0.29,0.166,-0.048,0.127,0.057,0.158,0.057,0.134,-0.26,0.311,0.097,0.116,0.314,0.42,0.575,0.268,1.198,0.274,1.026,0.311,2.98,1.39,0.379,1.766
4314,8.894219,-43.263084,2324.73,487.1,13.521,0,0.72,1.963,1,4.601,1.934,-999.0,9999.0,1.249,0.127,-999.0,9999.0,1.704,0.234,2.31,0.309,2.602,0.122,2.66,0.531,4.747,1.023,16.309,0.554,17.419,0.681,9.791,2.783,47.045,5.751
4315,8.961101,-43.263222,1448.07,484.94,5.318,0,0.0,1.665,0,2.62,0.599,0.628,0.166,1.051,0.09,1.185,0.158,2.098,0.135,2.404,0.219,2.516,0.123,3.531,0.437,2.451,0.27,2.068,0.347,1.0,0.399,0.939,1.678,2.567,2.245
4316,9.051064,-43.263199,268.83,484.64,16.469,0,0.02,2.033,0,9.591,0.6,-0.008,0.166,-0.023,0.127,-0.052,0.158,0.136,0.145,0.329,0.312,0.98,0.119,1.847,0.426,3.057,0.27,17.959,0.228,22.796,0.26,20.109,1.179,11.987,1.473
4317,9.000834,-43.263241,927.25,484.45,3.386,0,0.86,1.49,0,1.829,0.6,0.583,0.166,0.558,0.09,0.704,0.158,0.636,0.139,1.124,0.219,1.394,0.12,1.789,0.439,1.588,0.268,2.049,0.314,1.373,0.356,3.201,1.605,-0.754,1.966
4318,9.059251,-43.263332,161.53,482.08,55.915,0,0.06,1.551,1,32.516,0.597,0.164,0.167,0.478,0.127,0.804,0.159,1.437,0.231,5.109,0.312,8.172,0.135,10.924,0.422,14.834,0.27,34.497,0.297,28.589,0.338,13.044,1.511,14.642,1.919
4319,8.940229,-43.263374,1721.63,482.13,9.412,0,0.01,1.86,0,5.274,0.6,0.589,0.166,0.621,0.09,1.05,0.158,1.751,0.14,2.439,0.219,2.875,0.123,2.843,0.444,3.842,0.271,3.618,0.314,3.175,0.357,0.259,1.592,2.387,2.025
4320,8.986363,-43.263351,1116.92,482.52,5.186,0,0.13,1.79,0,2.638,0.81,0.828,0.167,0.975,0.09,1.277,0.159,1.515,0.142,1.374,0.22,1.496,0.12,1.568,0.439,1.896,0.348,2.856,0.362,1.029,0.413,-0.319,1.816,8.935,2.209
4321,9.019203,-43.263378,686.47,481.81,16.336,0,0.09,1.618,0,9.15,0.595,1.155,0.166,1.432,0.127,3.071,0.158,3.929,0.149,5.119,0.311,5.565,0.128,7.444,0.64,6.811,0.27,4.187,0.304,3.265,0.348,-2.007,1.498,6.768,1.924
4322,9.024368,-43.263363,618.76,482.03,6.845,0,0.0,1.62,0,3.914,0.599,0.898,0.166,1.089,0.127,1.149,0.158,1.302,0.148,2.503,0.312,2.322,0.121,2.943,0.511,2.735,0.27,4.484,0.299,3.558,0.345,2.76,1.518,0.618,1.975
4323,8.943482,-43.263477,1678.99,480.32,13.21,3,0.09,1.763,0,8.0,0.599,3.018,0.166,3.447,0.09,3.639,0.158,3.358,0.149,4.312,0.219,5.294,0.128,6.046,0.44,6.593,0.27,7.285,0.27,5.47,0.311,8.605,1.316,3.048,1.579
4324,8.943457,-43.263832,1679.33,473.91,6.934,3,0.11,1.715,0,5.691,0.601,3.318,0.167,2.936,0.09,3.032,0.159,3.184,0.164,4.127,0.219,4.771,0.128,6.891,0.435,4.485,0.273,6.196,0.236,5.06,0.272,6.621,1.147,5.63,1.394
4325,9.026339,-43.263573,592.94,478.25,44.39,0,0.03,2.182,0,22.735,0.596,-0.007,0.166,0.05,0.127,0.519,0.158,0.436,0.161,2.685,0.312,3.261,0.124,7.372,0.483,9.74,0.269,30.432,0.287,28.86,0.333,22.489,1.457,13.97,1.899
4326,8.892614,-43.263447,2345.76,480.55,18.329,1,0.99,8.558,1,-999.0,9999.0,-999.0,9999.0,-0.005,0.128,-999.0,9999.0,0.097,0.233,0.32,0.308,0.07,0.116,0.65,0.526,-999.0,9999.0,-0.695,-0.27,-1.047,-0.336,-11.93,-1.335,15.714,-2.662
4327,9.016472,-43.154972,720.88,2433.12,3.857,0,0.96,1.077,0,2.108,0.582,-0.04,0.096,0.015,0.074,0.101,0.112,0.271,0.095,1.399,0.158,2.116,0.124,1.598,0.866,2.834,0.292,1.91,0.459,1.91,0.546,-1.065,2.189,2.475,2.85
4328,8.937476,-43.263752,1757.73,475.33,4.471,0,0.01,1.486,0,2.546,0.6,0.495,0.167,0.825,0.09,0.954,0.159,0.881,0.163,1.011,0.219,1.202,0.119,0.863,0.437,2.095,0.271,2.729,0.395,3.143,0.449,-0.499,2.003,3.992,2.551
4329,9.054871,-43.263683,218.94,475.83,2.766,0,0.12,1.379,1,1.688,0.597,1.276,0.166,1.272,0.127,1.471,0.158,1.96,0.23,2.786,0.311,2.466,0.122,3.112,0.428,2.515,0.27,1.899,0.357,1.648,0.407,2.453,1.858,4.051,2.307
4330,9.008974,-43.263775,820.55,474.71,7.711,0,0.07,3.718,0,3.212,0.598,0.348,0.166,0.515,0.127,0.474,0.158,0.708,0.164,0.529,0.311,0.69,0.117,-0.073,0.568,1.239,0.27,1.869,0.319,2.087,0.36,2.381,1.652,-2.304,1.981
4331,8.919809,-43.263855,1989.3,473.4,7.104,0,0.0,2.318,0,3.8,0.599,0.869,0.166,0.884,0.09,0.858,0.158,1.066,0.164,2.045,0.219,2.366,0.121,1.828,0.43,2.397,0.272,2.814,0.282,2.248,0.324,-3.683,1.469,-6.251,1.884
4332,8.980794,-43.263863,1189.93,473.31,4.973,0,0.91,1.881,0,2.363,0.732,1.087,0.167,0.949,0.09,1.405,0.159,1.074,0.164,0.91,0.219,1.324,0.119,1.333,0.447,2.583,0.329,1.584,0.322,0.688,0.371,-0.958,1.667,5.596,2.042
4333,9.035529,-43.263855,472.48,473.05,10.51,0,0.98,1.319,0,6.165,0.599,-0.184,0.166,0.041,0.127,0.108,0.158,0.546,0.164,3.124,0.311,4.526,0.126,6.589,0.423,7.051,0.27,2.187,0.297,1.043,0.339,-1.387,1.513,-3.099,1.921
4334,8.994297,-43.264065,1012.94,469.6,8.132,0,0.0,2.051,0,4.642,0.699,1.365,0.166,1.638,0.09,1.82,0.158,1.916,0.164,2.071,0.219,2.64,0.123,3.626,0.436,4.815,0.314,3.778,0.239,3.741,0.27,2.713,1.216,8.888,1.517
4335,9.063292,-43.264355,108.58,463.62,167.336,0,0.03,2.465,1,79.969,0.594,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,21.712,0.176,29.631,0.424,36.933,0.268,66.965,0.275,42.791,0.312,35.302,1.39,19.008,1.843
4336,9.070027,-43.263954,20.28,470.73,3.469,0,0.03,1.369,1,2.083,0.719,-999.0,9999.0,-0.089,0.127,-999.0,9999.0,-999.0,9999.0,0.043,0.3,0.163,0.154,0.226,0.423,0.945,0.322,3.42,0.276,3.843,0.316,1.87,1.361,3.167,1.815
4337,8.961452,-43.264099,1443.46,469.1,2.206,0,0.71,1.341,0,1.807,0.598,0.329,0.167,0.689,0.09,1.204,0.159,1.143,0.164,1.499,0.219,1.574,0.12,1.907,0.438,1.412,0.269,0.299,0.219,0.377,0.253,-2.592,1.073,-3.42,1.404
4338,9.056616,-43.264244,196.09,465.76,18.487,0,0.02,1.98,1,10.442,0.597,-0.118,0.166,0.053,0.127,-0.127,0.158,0.208,0.23,-0.059,0.311,0.744,0.118,1.016,0.426,2.401,0.267,19.965,0.267,30.165,0.302,30.891,1.367,24.146,1.776
4339,8.940907,-43.26421,1712.76,467.09,6.006,0,0.12,1.439,0,3.547,0.597,0.034,0.166,0.308,0.09,0.231,0.158,0.33,0.164,0.585,0.219,1.064,0.119,0.547,0.439,1.584,0.269,4.734,0.278,3.899,0.317,2.077,1.413,3.805,1.797
4340,8.892631,-43.264172,2345.54,467.47,19.613,1,0.97,7.902,1,-999.0,9999.0,-999.0,9999.0,0.132,0.127,-999.0,9999.0,0.253,0.233,0.012,0.308,0.146,0.116,-0.115,0.533,-999.0,9999.0,0.424,0.119,0.485,0.149,1.468,0.6,-6.641,1.181
4341,8.927189,-43.264481,1892.56,462.17,67.548,0,0.03,1.808,0,37.488,0.6,0.955,0.166,1.297,0.09,2.69,0.158,5.221,0.164,10.07,0.219,12.353,0.143,16.839,0.441,18.555,0.273,31.222,0.266,25.331,0.302,21.808,1.354,17.447,1.715
4342,8.928206,-43.264378,1879.23,464.06,41.745,0,0.03,2.327,0,22.992,0.601,0.1,0.166,0.199,0.09,0.425,0.158,1.261,0.164,4.154,0.219,6.143,0.13,8.281,0.439,10.991,0.27,22.651,0.237,18.158,0.268,12.383,1.203,8.006,1.521
4343,8.930947,-43.264366,1843.29,464.24,6.659,0,0.0,3.418,0,2.746,0.605,-0.134,0.166,0.028,0.09,0.198,0.158,0.207,0.164,0.202,0.295,0.208,0.116,-0.283,0.447,0.339,0.271,4.653,0.295,7.338,0.337,7.449,1.499,8.072,1.915
4344,9.000873,-43.264469,926.75,462.33,14.322,0,0.01,2.323,0,7.036,0.6,0.239,0.166,0.13,0.09,0.208,0.158,0.133,0.164,0.254,0.219,0.489,0.117,1.589,0.43,2.366,0.271,11.149,0.271,13.886,0.308,11.361,1.377,-2.138,1.748
4345,9.046433,-43.26445,329.56,462.18,4.807,0,0.0,1.803,0,6.477,0.596,0.371,0.166,0.539,0.127,0.798,0.158,1.037,0.164,1.348,0.312,1.668,0.12,1.785,0.426,2.903,0.27,8.303,0.177,8.805,0.202,3.315,0.919,1.178,1.152
4346,8.99823,-43.264439,961.39,462.89,3.946,0,0.77,1.375,0,2.029,0.65,0.06,0.166,0.084,0.09,0.113,0.158,0.021,0.164,-0.001,0.219,0.122,0.116,0.048,0.433,0.434,0.279,3.45,0.414,4.602,0.469,4.113,2.15,6.134,2.609
4347,9.004676,-43.264591,876.9,460.08,7.808,0,0.05,1.739,0,4.394,0.602,0.393,0.167,0.435,0.127,0.509,0.159,0.565,0.164,1.147,0.312,1.659,0.12,2.227,0.472,2.877,0.27,5.172,0.312,3.785,0.355,1.837,1.584,4.817,2.02
4348,8.956905,-43.264591,1503.05,460.23,5.127,0,0.11,1.489,0,2.698,0.597,0.838,0.166,0.906,0.09,0.927,0.158,0.959,0.164,1.429,0.219,2.153,0.121,2.261,0.452,2.704,0.269,3.601,0.331,3.388,0.376,6.854,1.579,-0.501,2.014
4349,9.045951,-43.264702,335.89,457.66,31.968,0,0.03,1.855,0,18.457,0.596,0.139,0.166,0.371,0.127,0.561,0.158,0.764,0.164,2.151,0.312,2.64,0.123,3.929,0.423,6.056,0.268,25.414,0.285,24.745,0.324,12.966,1.484,12.924,1.85
4350,8.919318,-43.264656,1995.73,458.99,1.978,0,0.74,1.117,0,1.227,0.606,0.216,0.166,0.251,0.09,0.239,0.158,0.524,0.164,0.34,0.219,0.656,0.117,0.506,0.434,0.907,0.272,1.178,0.206,1.585,0.236,-0.431,1.056,2.893,1.351
4351,8.925983,-43.264671,1908.36,458.71,6.479,0,0.07,1.903,0,4.612,0.602,0.308,0.166,0.452,0.09,0.763,0.158,0.642,0.164,0.986,0.219,1.24,0.119,1.732,0.443,1.742,0.271,3.857,0.16,3.909,0.182,3.673,0.812,3.12,1.033
4352,8.984285,-43.264713,1144.16,457.98,8.252,0,0.98,1.243,0,5.109,0.798,1.278,0.166,1.923,0.09,3.033,0.158,3.629,0.164,3.581,0.219,3.401,0.125,3.924,0.449,5.303,0.336,7.345,0.36,9.085,0.405,17.287,1.804,31.82,2.242
4353,8.947786,-43.264725,1622.58,457.88,3.664,0,0.0,1.996,0,1.76,0.599,0.529,0.166,0.672,0.09,0.473,0.158,0.579,0.164,0.592,0.219,0.847,0.118,0.444,0.437,1.752,0.268,2.318,0.333,1.979,0.378,-1.941,1.591,12.258,1.831
4354,9.064141,-43.264931,97.46,453.27,34.865,0,0.03,2.607,1,19.05,0.597,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.64,0.15,7.05,0.423,8.412,0.268,19.966,0.187,17.306,0.21,11.944,0.936,8.437,1.224
4355,8.973133,-43.264893,1290.35,454.83,1.988,0,0.11,1.167,0,0.828,0.598,0.406,0.166,0.424,0.09,0.456,0.158,0.532,0.164,0.851,0.219,0.941,0.118,1.349,0.448,1.156,0.272,3.464,0.742,1.606,0.866,7.244,3.687,-9.45,4.897
4356,8.93316,-43.265144,1814.3,450.24,14.72,0,0.01,2.191,0,7.886,0.599,1.484,0.166,1.783,0.09,2.506,0.158,3.114,0.164,4.916,0.219,5.081,0.128,5.59,0.441,6.12,0.268,5.118,0.276,3.645,0.311,-0.551,1.388,-0.031,1.834
4357,8.994713,-43.263699,1007.48,476.23,6.825,0,0.01,1.947,0,3.906,0.689,0.475,0.166,0.845,0.09,1.299,0.158,1.749,0.164,2.213,0.219,2.492,0.122,2.33,0.435,3.403,0.313,2.319,0.232,1.819,0.261,2.783,1.178,4.057,1.446
4358,9.019808,-43.265026,678.56,452.09,6.023,0,0.93,1.372,0,3.715,0.598,0.258,0.166,0.134,0.127,0.373,0.158,0.487,0.164,0.943,0.311,1.266,0.12,1.647,0.605,1.893,0.27,3.787,0.243,3.644,0.28,2.515,1.215,1.879,1.531
4359,8.916242,-43.265324,2036.04,446.92,32.27,0,0.02,3.014,1,14.584,0.601,0.725,0.166,0.878,0.09,1.267,0.158,2.018,0.164,3.579,0.219,4.418,0.126,4.393,0.432,6.696,0.271,16.292,0.257,16.44,0.293,16.143,1.306,8.711,1.679
4360,8.96929,-43.265121,1340.72,450.7,7.785,0,0.63,1.363,0,4.76,0.601,0.423,0.167,0.708,0.09,0.992,0.159,1.29,0.164,2.287,0.219,2.833,0.123,2.742,0.45,2.995,0.272,3.651,0.287,2.821,0.332,-0.606,1.439,-0.681,2.019
4361,8.892594,-43.265087,2346.0,451.0,4.443,1,0.0,7.893,1,-999.0,9999.0,-999.0,9999.0,-0.099,0.127,-999.0,9999.0,0.16,0.232,0.03,0.307,0.01,0.115,-0.143,0.531,-999.0,9999.0,0.187,0.174,-0.129,0.217,-3.282,0.883,12.465,1.87
4362,9.001062,-43.26535,924.27,446.45,8.865,0,0.0,2.507,1,4.775,0.599,1.204,0.166,1.257,0.09,1.232,0.158,1.888,0.164,2.57,0.225,2.715,0.122,3.198,0.431,2.951,0.27,3.399,0.228,3.556,0.257,3.497,1.149,7.907,1.461
4363,8.936308,-43.265411,1773.03,445.44,3.472,0,0.0,1.533,1,1.63,0.599,1.12,0.166,1.068,0.09,1.153,0.158,1.382,0.164,1.956,0.219,1.684,0.12,1.969,0.436,1.447,0.272,1.039,0.411,1.077,0.466,4.308,2.082,-2.859,2.675
4364,9.06207,-43.265476,124.63,443.47,7.693,0,0.04,2.391,1,4.631,0.598,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.221,0.125,2.388,0.422,2.785,0.267,5.537,0.24,3.608,0.271,0.362,1.201,2.175,1.564
4365,9.066011,-43.265549,72.96,442.1,14.515,0,0.01,2.035,1,7.756,0.622,-999.0,9999.0,0.559,0.126,-999.0,9999.0,-999.0,9999.0,5.1,0.3,0.421,0.144,0.842,0.423,2.159,0.277,13.422,0.309,17.137,0.354,18.054,1.587,15.498,2.007
4366,8.971124,-43.265686,1316.68,440.52,137.653,0,0.03,1.878,1,74.113,0.602,0.097,0.167,0.586,0.09,3.347,0.159,7.269,0.164,20.626,0.22,25.596,0.166,31.681,0.449,40.449,0.274,51.298,0.295,33.634,0.343,26.149,1.497,10.689,1.945
4367,8.992644,-43.265553,1034.61,442.82,3.089,0,0.69,1.646,1,1.475,0.732,0.305,0.166,0.266,0.115,0.536,0.158,0.638,0.164,0.307,0.219,0.568,0.117,0.5,0.436,0.678,0.342,1.612,0.256,1.563,0.288,-2.521,1.29,4.222,1.614
4368,9.019579,-43.265591,681.57,441.97,4.535,0,0.0,2.023,1,2.689,0.601,0.402,0.166,0.413,0.127,0.499,0.158,0.463,0.164,0.834,0.311,0.879,0.118,1.852,0.631,1.685,0.269,2.638,0.194,2.72,0.222,0.967,0.955,2.846,1.219
4369,9.0553,-43.265709,213.37,439.38,26.853,0,0.05,1.819,1,14.837,0.598,0.283,0.166,0.305,0.127,0.341,0.158,0.451,0.23,0.974,0.311,2.023,0.121,3.36,0.426,4.475,0.269,22.123,0.304,20.274,0.347,14.875,1.58,10.389,1.966
4370,9.063259,-43.265656,109.03,440.2,3.154,0,0.02,1.571,1,3.163,0.596,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.283,0.13,1.261,0.423,1.794,0.268,4.463,0.139,3.021,0.157,3.015,0.699,3.151,0.923
4371,8.91554,-43.265873,2045.24,437.06,13.887,0,0.0,3.46,1,6.734,0.605,2.094,0.166,3.091,0.099,4.905,0.158,4.663,0.164,5.822,0.219,5.891,0.13,5.91,0.434,5.718,0.273,4.674,0.2,4.36,0.229,9.839,1.015,3.127,1.296
4372,8.933781,-43.265846,1806.16,437.62,6.305,0,0.0,2.056,1,3.668,0.602,0.283,0.166,0.465,0.09,0.365,0.158,0.502,0.164,0.686,0.219,1.466,0.119,2.043,0.429,2.101,0.271,3.89,0.233,3.841,0.263,1.707,1.173,-0.301,1.522
4373,9.030813,-43.265816,534.32,437.8,2.641,0,0.21,1.472,1,1.604,0.596,0.312,0.166,0.53,0.127,0.703,0.158,0.68,0.164,0.338,0.311,0.914,0.118,1.006,0.424,0.942,0.268,0.516,0.285,0.642,0.329,-5.164,1.448,0.735,1.937
4374,9.040991,-43.265785,400.91,438.2,3.466,0,0.79,1.676,1,2.589,0.596,1.0,0.166,1.352,0.127,1.712,0.158,1.618,0.164,1.463,0.311,1.54,0.121,1.431,0.435,1.888,0.268,1.596,0.245,2.57,0.278,1.93,1.245,0.368,1.576
4375,8.892594,-43.265808,2346.0,438.0,5.564,1,0.0,7.968,1,-999.0,9999.0,-999.0,9999.0,-0.185,0.127,-999.0,9999.0,-0.094,0.232,0.09,0.307,-0.249,0.115,-1.117,0.531,-999.0,9999.0,-0.009,-0.021,-0.046,-0.026,-0.042,-0.107,-0.028,-0.23
4376,8.939836,-43.265915,1726.79,436.41,1.729,0,0.16,1.207,1,1.143,0.598,0.168,0.166,0.227,0.09,0.146,0.158,0.328,0.164,0.399,0.219,0.348,0.116,0.364,0.431,0.88,0.269,1.378,0.209,1.387,0.238,-1.865,1.062,0.295,1.357
4377,8.945196,-43.266083,1656.52,433.42,21.29,0,0.97,1.416,1,12.642,0.599,2.71,0.166,3.414,0.09,6.076,0.158,6.39,0.164,8.472,0.219,8.33,0.135,8.086,0.44,10.051,0.271,4.555,0.313,4.044,0.357,4.793,1.513,5.687,1.821
4378,8.92583,-43.266094,1910.37,433.15,3.417,0,0.66,2.203,1,1.835,0.604,0.338,0.166,0.771,0.09,0.716,0.158,0.691,0.164,0.918,0.219,1.386,0.119,1.519,0.441,1.358,0.269,2.418,0.387,1.458,0.436,-3.582,1.947,3.017,2.474
4379,8.931861,-43.266201,1831.31,431.25,17.185,0,0.1,1.566,1,9.635,0.601,-0.202,0.166,0.071,0.09,0.165,0.158,0.406,0.164,1.436,0.219,2.466,0.122,3.693,0.436,4.873,0.272,10.452,0.304,7.663,0.343,1.683,1.538,7.181,1.974
4380,8.941546,-43.266163,1704.36,431.93,3.485,0,0.01,1.739,1,3.143,0.599,0.047,0.166,0.118,0.09,0.511,0.158,0.564,0.164,0.286,0.219,0.76,0.117,0.793,0.44,1.294,0.27,4.161,0.221,5.203,0.252,7.354,1.117,3.986,1.476
4381,8.95822,-43.266174,1485.81,431.75,2.619,0,0.69,1.717,1,1.542,0.598,0.28,0.166,0.442,0.09,0.489,0.158,0.487,0.164,0.441,0.219,0.541,0.118,0.929,0.443,0.805,0.269,1.095,0.242,1.128,0.279,2.199,1.194,3.561,1.505
4382,9.069914,-43.266251,21.83,429.36,5.399,0,0.12,1.681,1,3.403,0.715,-999.0,9999.0,1.234,0.127,-999.0,9999.0,-999.0,9999.0,1.735,0.3,2.822,0.162,2.458,0.427,3.002,0.322,2.789,0.259,2.683,0.298,-2.066,1.304,-2.089,1.677
4383,9.039589,-43.266441,419.3,426.44,7.031,0,0.06,2.135,1,3.622,0.598,-0.02,0.166,0.245,0.127,0.359,0.158,0.358,0.164,0.364,0.311,0.783,0.119,0.902,0.425,1.605,0.269,5.388,0.293,6.367,0.336,4.892,1.49,4.357,1.893
4384,8.980659,-43.154427,1191.15,2443.16,1.494,0,0.05,1.186,0,1.246,0.488,0.05,0.083,0.238,0.057,0.257,0.092,0.307,0.078,0.302,0.128,0.592,0.12,-0.018,0.644,0.68,0.27,1.75,0.134,2.147,0.153,4.186,0.682,1.107,0.867
4385,8.941936,-43.266502,1699.25,425.85,8.078,0,0.98,1.23,1,5.44,0.6,-0.042,0.166,0.059,0.09,0.145,0.158,0.416,0.164,0.475,0.219,0.722,0.118,0.735,0.439,1.495,0.271,7.488,0.284,9.689,0.321,13.182,1.426,10.302,1.87
4386,8.987442,-43.266472,1102.8,426.36,7.262,0,0.01,1.752,1,4.134,0.792,0.801,0.166,1.006,0.09,1.084,0.158,1.185,0.164,1.61,0.219,2.303,0.122,3.488,0.435,2.826,0.365,4.504,0.331,3.827,0.376,2.119,1.726,9.064,2.072
4387,8.994435,-43.266422,1011.13,427.17,2.22,0,0.26,1.355,1,1.037,0.698,0.238,0.166,0.452,0.09,0.379,0.158,0.511,0.164,1.162,0.219,1.366,0.119,0.987,0.429,1.649,0.315,1.261,0.444,0.66,0.503,2.743,2.259,-1.032,2.868
4388,8.895046,-43.266571,2313.85,424.35,17.167,0,0.31,2.053,1,7.737,1.623,-999.0,9999.0,0.868,0.127,-999.0,9999.0,3.109,0.233,4.446,0.308,5.657,0.13,5.412,0.516,6.044,0.661,7.274,0.562,6.598,0.698,13.939,2.807,-3.824,5.518
4389,9.037195,-43.266499,450.68,425.45,4.15,0,0.0,1.864,1,2.113,0.596,0.678,0.166,0.924,0.127,1.668,0.158,1.862,0.164,1.762,0.311,2.213,0.121,1.558,0.422,2.258,0.268,1.367,0.311,0.856,0.353,1.496,1.578,3.149,2.003
4390,8.95647,-43.266617,1508.75,423.78,6.161,0,0.0,2.478,1,3.221,0.599,1.255,0.166,1.115,0.09,1.201,0.158,1.249,0.164,2.438,0.219,2.633,0.122,2.309,0.437,2.795,0.269,2.351,0.309,1.964,0.353,-1.336,1.488,6.021,1.937
4391,8.906677,-43.266682,2161.4,422.46,6.133,0,0.08,1.781,1,3.231,0.678,0.531,0.166,0.59,0.09,1.053,0.158,1.029,0.164,0.966,0.219,1.144,0.119,1.081,0.433,1.807,0.303,2.962,0.374,2.766,0.462,6.248,1.9,9.683,5.107
4392,8.933988,-43.154873,1803.99,2435.15,5.42,0,0.0,2.791,0,2.73,0.599,0.995,0.096,0.925,0.064,0.803,0.112,0.871,0.09,1.235,0.14,1.71,0.184,1.737,0.618,1.31,0.352,1.748,0.231,1.091,0.266,1.684,1.169,-0.021,1.445
4393,8.929604,-43.154629,1861.56,2439.49,13.789,3,0.8,1.673,0,9.409,0.654,2.179,0.096,2.52,0.064,2.798,0.112,4.776,0.089,6.719,0.14,7.329,0.182,6.474,0.633,7.09,0.323,5.057,0.253,3.825,0.284,-2.061,1.256,7.003,1.488
4394,9.03549,-43.266636,473.03,423.01,4.601,0,0.0,2.113,1,2.623,0.599,0.793,0.166,1.004,0.127,2.128,0.158,2.265,0.164,2.5,0.311,2.67,0.123,3.46,0.423,3.051,0.268,1.359,0.247,0.799,0.278,4.68,1.252,1.929,1.628
4395,8.986465,-43.154251,1114.91,2446.31,1.936,0,0.08,1.31,0,1.409,0.489,0.134,0.09,0.129,0.057,0.201,0.092,0.422,0.079,0.556,0.128,0.6,0.12,0.293,0.642,0.647,0.271,1.367,0.238,1.721,0.27,-1.479,1.203,-6.301,1.456
4396,8.892612,-43.266724,2345.75,421.57,10.617,17,0.99,7.752,1,-999.0,9999.0,-999.0,9999.0,0.198,0.127,-999.0,9999.0,-999.0,9999.0,0.177,0.308,0.626,0.117,0.854,0.536,-999.0,9999.0,9.817,0.339,15.986,0.416,16.757,1.703,58.206,3.613
4397,8.929205,-43.15472,1866.79,2437.9,12.801,3,0.07,1.748,0,9.358,0.635,1.301,0.096,1.689,0.064,2.012,0.112,4.131,0.095,5.24,0.14,4.949,0.171,6.926,0.641,6.192,0.309,5.486,0.256,4.273,0.287,1.516,1.257,2.614,1.504
4398,9.003898,-43.155178,886.0,2429.52,33.355,3,0.03,2.187,0,21.84,0.491,0.188,0.083,0.525,0.064,0.626,0.092,0.688,0.078,1.97,0.14,2.723,0.126,5.131,0.605,7.471,0.271,38.367,0.255,47.066,0.291,35.257,1.275,33.278,1.648
4399,8.971519,-43.159275,1311.18,2355.91,23.007,0,0.03,1.738,0,12.847,0.49,0.377,0.083,0.437,0.063,0.664,0.092,0.998,0.078,2.295,0.128,3.266,0.14,3.805,0.473,5.324,0.27,13.619,0.289,11.698,0.326,5.804,1.455,1.968,1.845
4400,8.905642,-43.156086,2176.19,2413.15,64.674,0,0.69,1.603,0,36.012,0.486,0.092,0.096,0.179,0.064,0.659,0.112,1.658,0.096,6.069,0.14,9.107,0.143,12.533,0.521,15.835,0.269,34.733,0.298,26.405,0.337,13.23,1.449,4.198,1.864
4401,8.983542,-43.154495,1153.27,2441.95,1.771,0,0.03,1.321,0,0.976,0.487,-0.009,0.083,0.053,0.057,0.025,0.095,0.182,0.078,0.139,0.128,0.221,0.119,-0.883,0.638,0.198,0.27,-1.664,0.664,-0.031,0.752,2.569,3.303,-10.055,4.141
4402,9.010118,-43.15432,804.31,2444.93,6.213,0,0.09,1.757,0,3.967,0.491,0.251,0.096,0.361,0.074,0.37,0.139,0.315,0.088,0.69,0.158,0.919,0.121,1.975,0.907,2.116,0.271,3.431,0.208,3.288,0.24,5.873,0.999,8.563,1.278
