id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,DECamz,eDECamz,FOURSTARJ1,eFOURSTARJ1,HAWKIJ,eHAWKIJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
1700,9.025668,-43.186573,600.59,1864.21,1.712,0,0.75,1.232,0,1.413,0.523,0.293,0.096,0.435,0.074,0.421,0.111,0.404,0.095,0.573,0.157,0.779,0.121,1.019,0.482,1.27,0.237,0.912,0.373,1.236,0.425,-1.529,1.895,4.556,2.497
1701,9.015952,-43.186825,728.11,1859.77,30.361,0,0.01,3.135,0,13.992,0.446,3.978,0.096,6.642,0.074,11.245,0.111,10.998,0.095,12.894,0.157,13.096,0.149,13.12,0.652,13.704,0.204,6.063,0.261,4.791,0.298,-0.677,1.317,2.383,1.654
1702,8.972203,-43.186466,1302.27,1866.5,26.565,0,0.03,1.693,0,15.103,0.413,0.707,0.083,1.088,0.057,1.616,0.092,2.561,0.078,4.857,0.128,5.668,0.133,6.419,0.429,8.652,0.197,14.742,0.308,11.374,0.347,10.909,1.551,7.545,1.97
1703,8.918303,-43.186714,2009.67,1861.94,2.739,0,0.32,1.31,0,1.594,0.418,-0.111,0.083,0.017,0.057,0.18,0.092,0.227,0.078,0.761,0.128,0.958,0.12,1.188,0.426,1.498,0.196,-0.826,0.456,0.399,0.519,1.406,2.321,1.217,2.946
1704,8.985341,-43.186768,1129.86,1861.05,3.868,0,0.0,1.851,0,1.935,0.475,0.322,0.083,0.403,0.057,0.573,0.092,0.555,0.078,0.662,0.128,0.841,0.12,0.65,0.429,1.467,0.217,3.381,0.4,3.959,0.456,6.819,2.034,4.649,2.585
1705,8.996881,-43.186852,978.4,1859.43,9.062,0,0.0,2.344,0,4.782,0.437,0.31,0.084,0.534,0.059,1.312,0.092,2.055,0.078,2.491,0.128,3.106,0.126,3.06,0.424,3.448,0.205,1.737,0.293,1.765,0.332,0.014,1.486,1.603,1.952
1706,9.026811,-43.18668,585.59,1862.29,2.96,0,0.01,1.937,0,1.395,0.535,0.176,0.096,0.35,0.074,0.269,0.111,0.463,0.095,0.976,0.157,1.031,0.122,1.395,0.461,0.789,0.24,1.891,0.379,1.624,0.432,-4.842,1.915,-3.76,2.441
1707,9.032127,-43.186749,515.82,1860.98,9.084,0,0.01,1.768,0,5.26,0.598,0.836,0.096,0.828,0.074,1.322,0.111,1.579,0.095,2.417,0.158,3.184,0.126,3.922,0.424,3.418,0.27,4.161,0.242,3.402,0.274,-0.481,1.188,16.587,1.565
1708,8.98665,-43.186817,1112.67,1860.14,7.85,0,0.26,1.748,0,4.21,0.472,-0.017,0.083,0.1,0.057,0.142,0.092,0.312,0.078,0.433,0.128,0.463,0.119,-0.201,0.432,0.758,0.225,4.22,0.291,4.971,0.332,7.524,1.483,-2.335,1.884
1709,9.06226,-43.186878,120.36,1858.24,9.431,0,0.0,2.122,1,5.051,0.6,-0.893,0.167,-0.172,0.09,0.564,0.159,-1.21,0.164,1.432,0.226,1.662,0.124,1.857,0.432,2.924,0.271,2.587,0.321,2.211,0.296,-13.451,2.558,-5.961,1.502
1710,8.929618,-43.18713,1861.18,1854.54,23.737,2,0.0,3.087,0,11.372,0.476,1.597,0.083,1.783,0.057,1.96,0.092,2.346,0.078,3.3,0.128,4.923,0.129,6.498,0.429,7.186,0.211,11.48,0.258,10.476,0.296,4.88,1.284,5.359,1.669
1711,8.930264,-43.186966,1852.71,1857.45,7.696,3,0.1,1.726,0,5.84,0.479,0.361,0.083,0.473,0.057,0.583,0.092,0.652,0.078,1.465,0.128,2.511,0.125,2.798,0.423,3.553,0.215,6.552,0.213,6.067,0.245,0.339,1.061,4.25,1.379
1712,9.053041,-43.186924,241.36,1857.56,6.268,0,0.0,2.692,0,3.305,0.6,1.114,0.167,1.398,0.09,1.322,0.159,1.307,0.134,2.119,0.226,2.676,0.126,3.401,0.428,2.635,0.276,3.18,0.347,1.618,0.333,1.272,2.599,6.852,1.714
1713,8.938584,-43.187111,1743.51,1854.86,20.911,0,0.04,1.68,0,11.723,0.46,0.052,0.096,0.114,0.058,0.055,0.092,0.186,0.078,0.612,0.128,1.052,0.12,1.964,0.427,3.639,0.22,17.364,0.297,17.605,0.339,17.012,1.48,9.562,1.951
1714,9.012319,-43.18787,775.81,1840.98,14.977,2,0.03,1.574,0,10.703,0.427,0.662,0.096,1.115,0.074,1.78,0.111,2.171,0.095,3.071,0.157,3.917,0.126,5.281,0.659,7.03,0.201,11.059,0.185,10.136,0.212,8.0,0.925,7.828,1.24
1715,9.01222,-43.187134,777.09,1854.28,30.661,3,0.03,1.95,0,19.099,0.423,0.309,0.096,0.577,0.074,1.435,0.112,3.036,0.095,6.369,0.158,7.699,0.136,9.131,0.677,11.453,0.198,14.234,0.225,9.763,0.259,8.216,1.133,5.752,1.47
1716,9.01297,-43.18729,767.25,1851.46,51.823,3,0.03,2.737,0,25.429,0.426,0.913,0.096,1.553,0.074,2.689,0.112,5.0,0.095,8.038,0.158,9.931,0.141,11.486,0.662,13.954,0.198,18.616,0.232,14.032,0.267,11.683,1.171,14.588,1.453
1717,9.011798,-43.187473,782.64,1848.14,5.747,3,0.95,1.207,0,7.021,0.428,0.383,0.096,0.61,0.074,1.51,0.111,2.373,0.094,4.151,0.158,4.449,0.128,6.036,0.668,6.291,0.199,5.914,0.164,4.636,0.189,4.384,0.823,2.241,1.112
1718,9.051151,-43.187042,266.15,1855.42,17.784,0,0.13,1.475,0,10.338,0.601,-0.008,0.166,0.041,0.09,0.156,0.158,0.099,0.134,0.129,0.226,0.556,0.119,1.251,0.424,3.306,0.271,13.624,0.347,16.641,0.333,7.693,2.554,9.161,1.745
1719,8.871332,-43.187145,2626.14,1853.68,173.888,0,0.98,1.104,1,103.123,0.594,1.762,0.096,8.698,0.074,25.514,0.113,45.34,0.097,80.249,0.155,93.058,0.258,-999.0,9999.0,112.144,0.294,35.534,0.313,22.172,0.36,9.048,1.626,6.442,2.028
1720,8.910999,-43.18716,2105.53,1853.88,18.134,0,0.12,1.532,0,10.453,0.421,0.184,0.083,0.189,0.057,0.3,0.092,0.588,0.078,1.594,0.128,2.823,0.124,4.212,0.425,5.342,0.198,9.663,0.281,7.648,0.323,5.019,1.465,2.069,1.816
1721,9.042591,-43.187073,378.49,1855.04,5.619,0,0.03,2.592,0,2.469,0.597,0.478,0.166,0.462,0.102,0.818,0.158,0.653,0.117,1.323,0.208,1.691,0.123,1.161,0.425,2.064,0.27,1.14,0.308,0.066,0.355,-1.223,1.514,9.787,1.92
1722,9.033568,-43.18737,496.92,1849.77,140.626,0,0.03,3.083,0,62.527,0.597,4.856,0.096,7.64,0.086,16.626,0.111,22.264,0.095,30.465,0.157,35.754,0.188,37.279,0.423,42.382,0.269,29.148,0.267,29.683,0.308,15.411,1.347,54.896,1.749
1723,8.909623,-43.187168,2123.6,1853.7,1.361,0,0.23,0.98,0,1.268,0.423,-0.033,0.083,0.13,0.057,0.377,0.092,0.585,0.078,1.0,0.127,1.061,0.12,1.344,0.421,1.333,0.198,0.824,0.142,0.158,0.162,-2.015,0.737,0.51,0.916
1724,8.860662,-43.187233,2766.18,1851.99,14.436,1,0.04,2.126,1,9.166,0.597,3.297,0.096,3.681,0.074,3.869,0.112,4.142,0.118,5.699,0.178,5.625,0.13,-999.0,9999.0,5.886,0.297,9.599,0.205,8.441,0.234,9.565,1.069,10.957,1.298
1725,8.964519,-43.187233,1403.13,1852.69,2.505,0,0.0,1.675,0,2.493,0.423,0.023,0.084,0.055,0.059,0.265,0.092,0.285,0.078,0.414,0.128,0.478,0.12,0.538,0.43,0.863,0.198,3.535,0.144,4.16,0.163,5.778,0.733,3.203,0.898
