PHOTCATID,spec_z,source,quality,distance/arcsec,altspec_z,altdistance/arcsec,altsource,altquality,GOGREENSPECID
2345,-99,0,0,0,-98,0,0,-97,0
2346,-99,0,0,0,-98,0,0,-97,0
2347,-99,0,0,0,-98,0,0,-97,0
2348,0.762,1,3,0.045,-98,0,0,-97,794
2349,0.843,1,2,0.147,-98,0,0,-97,803
2350,1.325,1,3,0.215,-98,0,0,-97,791
2351,-99,0,0,0,-98,0,0,-97,0
2352,-99,0,0,0,-98,0,0,-97,0
2353,-99,0,0,0,-98,0,0,-97,0
2354,-99,0,0,0,-98,0,0,-97,0
2355,-99,0,0,0,-98,0,0,-97,0
2356,-99,0,0,0,-98,0,0,-97,0
2357,-99,0,0,0,-98,0,0,-97,0
2358,-99,0,0,0,-98,0,0,-97,0
2359,-99,0,0,0,-98,0,0,-97,0
2360,-99,0,0,0,-98,0,0,-97,0
2361,-99,0,0,0,-98,0,0,-97,0
2362,-99,0,0,0,-98,0,0,-97,0
2363,-99,0,0,0,-98,0,0,-97,0
2364,-99,0,0,0,-98,0,0,-97,0
2365,-99,0,0,0,-98,0,0,-97,0
2366,-99,0,0,0,-98,0,0,-97,0
2367,-99,0,0,0,-98,0,0,-97,0
2368,-99,0,0,0,-98,0,0,-97,0
2369,-99,0,0,0,-98,0,0,-97,0
2370,-99,0,0,0,-98,0,0,-97,0
2371,-99,0,0,0,-98,0,0,-97,0
2372,-99,0,0,0,-98,0,0,-97,0
2373,-99,0,0,0,-98,0,0,-97,0
2374,-99,0,0,0,-98,0,0,-97,0
2375,-99,0,0,0,-98,0,0,-97,0
2376,-99,0,0,0,-98,0,0,-97,0
2377,-99,0,0,0,-98,0,0,-97,0
2378,-99,0,0,0,-98,0,0,-97,0
2379,-99,0,0,0,-98,0,0,-97,0
2380,-99,0,0,0,-98,0,0,-97,0
2381,-99,0,0,0,-98,0,0,-97,0
2382,-99,0,0,0,-98,0,0,-97,0
2383,-99,0,0,0,-98,0,0,-97,0
2384,-99,0,0,0,-98,0,0,-97,0
2385,-99,0,0,0,-98,0,0,-97,0
2386,-99,0,0,0,-98,0,0,-97,0
2387,-99,0,0,0,-98,0,0,-97,0
2388,-99,0,0,0,-98,0,0,-97,0
2389,-99,0,0,0,-98,0,0,-97,0
2390,-99,0,0,0,-98,0,0,-97,0
2391,-99,0,0,0,-98,0,0,-97,0
2392,-99,0,0,0,-98,0,0,-97,0
2393,-99,0,0,0,-98,0,0,-97,0
2394,-99,0,0,0,-98,0,0,-97,0
2395,-99,0,0,0,-98,0,0,-97,0
2396,-99,0,0,0,-98,0,0,-97,0
2397,-99,0,0,0,-98,0,0,-97,0
2398,-99,0,0,0,-98,0,0,-97,0
2399,-99,0,0,0,-98,0,0,-97,0
2400,-99,0,0,0,-98,0,0,-97,0
2401,-99,0,0,0,-98,0,0,-97,0
2402,-99,0,0,0,-98,0,0,-97,0
2403,-99,0,0,0,-98,0,0,-97,0
2404,-99,0,0,0,-98,0,0,-97,0
2405,-99,0,0,0,-98,0,0,-97,0
2406,-99,0,0,0,-98,0,0,-97,0
2407,-99,0,0,0,-98,0,0,-97,0
2408,-99,0,0,0,-98,0,0,-97,0
2409,-99,0,0,0,-98,0,0,-97,0
2410,-99,0,0,0,-98,0,0,-97,0
2411,-99,0,0,0,-98,0,0,-97,0
2412,-99,0,0,0,-98,0,0,-97,0
2413,-99,0,0,0,-98,0,0,-97,0
2414,-99,0,0,0,-98,0,0,-97,0
2415,-99,0,0,0,-98,0,0,-97,0
2416,-99,0,0,0,-98,0,0,-97,0
2417,-99,0,0,0,-98,0,0,-97,0
2418,-99,0,0,0,-98,0,0,-97,0
2419,1.311,3,9,0.595,1.311,0.485,5,-97,0
2420,-99,0,0,0,-98,0,0,-97,0
2421,-99,0,0,0,-98,0,0,-97,0
2422,-99,0,0,0,-98,0,0,-97,0
2423,-99,0,0,0,-98,0,0,-97,0
2424,-99,0,0,0,-98,0,0,-97,0
2425,-99,0,0,0,-98,0,0,-97,0
2426,-99,0,0,0,-98,0,0,-97,0
2427,-99,0,0,0,-98,0,0,-97,0
2428,-99,0,0,0,-98,0,0,-97,0
2429,-99,0,0,0,-98,0,0,-97,0
2430,-99,0,0,0,-98,0,0,-97,0
2431,-99,0,0,0,-98,0,0,-97,0
2432,-99,0,0,0,-98,0,0,-97,0
2433,-99,0,0,0,-98,0,0,-97,0
2434,-99,0,0,0,-98,0,0,-97,0
2435,-99,0,0,0,-98,0,0,-97,0
2436,-99,0,0,0,-98,0,0,-97,0
2437,-99,0,0,0,-98,0,0,-97,0
